no_8x8dct,no_asm,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,rc_lookahead_20,rc_lookahead_40,rc_lookahead_60,ref,ref_1,ref_5,ref_9,Performance
0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,510.836666666667
0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,631.736666666667
0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,508.766666666667
0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,628.15
0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,580.476666666667
1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,279.15
0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,575.663333333333
0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,671.746666666667
0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,665.2
0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,510.89
0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,631.583333333333
0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,580.41
0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,671.55
0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,508.606666666667
0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,575.553333333333
0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,627.813333333333
1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,279.15
0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,665.166666666667
1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,588.54
1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,713.576666666667
1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,581.813333333333
1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,706.246666666667
1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,588.2
1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,581.716666666667
1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,712.953333333333
1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,706.063333333333
1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,499.27
1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,254.82
1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,617.206666666667
1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,498.826666666667
1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,616.97
1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,493.96
1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,493.543333333333
1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,611.6
1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,611.433333333333
1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,590.55
1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,715.736666666667
1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,584.976666666667
1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,254.11
1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,707.596666666667
1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,497.803333333333
1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,493.006666666667
1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,615.9
1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,609.886666666667
1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,590.836666666667
1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,715.583333333333
1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,497.37
1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,616.133333333333
1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,583.846666666667
1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,261.203333333333
1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,492.426666666667
1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,707.493333333333
1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,609.696666666667
1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,687.473333333333
1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,781.163333333333
1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,680.563333333333
1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,773.436666666667
1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,687.033333333333
1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,680.726666666667
1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,780.79
